"name","est","target"
"GABARAP",19321.9492,38025
"GABARAPL1",1184.99962,2300
"GABARAPL2",3079.26297,5864
"GABARAPL3",0,0
"GABBR1",570.99938321,4517
"GABBR2",10.269992,18
"GABPA",1580.393,3105
"GABPAP",0,NA
"GABPB1",1329.56033,2470
"GABPB2",1327.7766,968
"GABRA1",9.03771,15
"GABRA2",3.0043021,10
"GABRA3",0,0
"GABRA4",5.00096,5
"GABRA5",10,175
"GABRA6",1,2
"GABRB1",2.000001,4
"GABRB2",15,30
"GABRB3",55.04119,46
"GABRD",294.35469,478
"GABRE",86.625438,76
"GABRG1",0,0
"GABRG2",504.42326,406
"GABRG3",29.856,0
"GABRP",1394.46623,2550
"GABRQ",5,0
"GABRR1",9,0
"GABRR2",32.7677,12
"GABRR3",4,0
"GAD1",7,8
"GAD2",1,0
"GADD45A",569.00029,1078
"GADD45B",4529.00139,8745
"GADD45G",727.99984,1290
"GADD45GIP1",3118.19,4171
"GADL1",35.4775,0
"GAGE1",1.19975,4
"GAGE10",0,1
"GAGE12B",0,NA
"GAGE12C",0,NA
"GAGE12D",0,9
"GAGE12E",0,NA
"GAGE12F",2.94327,0
"GAGE12G",2.94327,NA
"GAGE12H",0,NA
"GAGE12J",0,2
"GAGE13",0,1
"GAGE2A",3.91372,5
"GAGE2B",NA,2
"GAGE2C",NA,2
"GAGE2D",NA,0
"GAGE2E",0,0
"GAGE4",NA,1
"GAGE8",NA,2
"GAK",4056.57749,7172
"GAL",15,32
"GAL3ST1",6.000002,9
"GAL3ST2",108,188
"GAL3ST3",1,2
"GAL3ST4",1062.6446,2155
"GALC",761.66126,1459
"GALE",2676.32248335542,4897
"GALK1",619.53233,1130
"GALK2",786.287232,1494
"GALM",2325.8242,5030
"GALNS",1460.92561,2728
"GALNT1",4241.9963,8299
"GALNT10",3988.63383,4335
"GALNT11",1413.14913,2686
"GALNT12",127.99991,252
"GALNT13",56.99995,113
"GALNT14",83.99992,157
"GALNT15",635.85187,NA
"GALNT16",954.73178,NA
"GALNT17",60.0144,NA
"GALNT18",900.00033,NA
"GALNT2",3774.73241,7138
"GALNT3",2819.00203,5454
"GALNT4",434.357,1579
"GALNT5",547.34391,357
"GALNT6",20130.951401,33081
"GALNT7",1783.002497,3404
"GALNT8",51.51341,11
"GALNT9",1.186674,0
"GALNTL1",NA,1602
"GALNTL2",NA,1236
"GALNTL4",NA,1750
"GALNTL5",0,0
"GALNTL6",2,0
"GALP",0,0
"GALR1",30.8595,0
"GALR2",22,43
"GALR3",1,2
"GALT",1097.000373,1934
"GAMT",2114.290073,3887
"GAMTP2",0,NA
"GAN",59,111
"GANAB",18404.08726471,35473
"GANC",716.54838,1213
"GAP43",17,32
"GAPDH",126201.5623,241319
"GAPDHP1",12.2783,NA
"GAPDHP14",0,NA
"GAPDHP15",2.00002,NA
"GAPDHP16",0,NA
"GAPDHP17",0,NA
"GAPDHP19",0,NA
"GAPDHP2",4.00098,NA
"GAPDHP20",1,NA
"GAPDHP21",1.00052,NA
"GAPDHP22",7,NA
"GAPDHP23",0,NA
"GAPDHP24",0,NA
"GAPDHP25",1.00016,NA
"GAPDHP26",0,NA
"GAPDHP27",2,NA
"GAPDHP28",1.12499,NA
"GAPDHP29",0,NA
"GAPDHP31",0,NA
"GAPDHP32",1,NA
"GAPDHP33",0,NA
"GAPDHP34",0,NA
"GAPDHP35",2.00233,NA
"GAPDHP36",0,NA
"GAPDHP37",0,NA
"GAPDHP38",1.00033,NA
"GAPDHP39",4.00004,NA
"GAPDHP40",4.01817,NA
"GAPDHP41",0,NA
"GAPDHP42",4,NA
"GAPDHP44",0,NA
"GAPDHP45",0,NA
"GAPDHP46",1.00001,NA
"GAPDHP47",1,NA
"GAPDHP48",0,NA
"GAPDHP49",0,NA
"GAPDHP50",0,NA
"GAPDHP51",0,NA
"GAPDHP52",9,NA
"GAPDHP53",0,NA
"GAPDHP54",3,NA
"GAPDHP55",0,NA
"GAPDHP56",0,NA
"GAPDHP57",0,NA
"GAPDHP58",0,NA
"GAPDHP59",0,NA
"GAPDHP60",3.50587,NA
"GAPDHP61",3.00241,NA
"GAPDHP62",5.53824,NA
"GAPDHP63",3.50012,NA
"GAPDHP64",0,NA
"GAPDHP65",3.41188,NA
"GAPDHP66",0,NA
"GAPDHP67",1.00007,NA
"GAPDHP68",2.00052,NA
"GAPDHP69",1.00011,NA
"GAPDHP70",7.00051,NA
"GAPDHP71",0,NA
"GAPDHP72",17.3829,NA
"GAPDHP73",4.50179,NA
"GAPDHP74",1,NA
"GAPDHP75",0,NA
"GAPDHP76",0,NA
"GAPDHS",28.99998,14
"GAPT",222.9999,414
"GAPVD1",2095.63469,3852
"GAR1",953.00043,1854
"GAREM1",494.9999,NA
"GAREM2",317.0796,NA
"GARNL3",205.31019,321
"GARS",5090.00078,9943
"GARSP1",0,NA
"GART",1382.07606467679,2487
"GAS1",1891,3706
"GAS2",29.1066,14
"GAS2L1",1704.99871,3181
"GAS2L1P1",2,NA
"GAS2L1P2",1.00057,NA
"GAS2L2",1051,2047
"GAS2L3",409.89012,113
"GAS5",NA,11064
"GAS6",5698.00053,10620
"GAS7",1564.36037,3119
"GAS8",3046.4280454,5543
"GASK1A",255.11737,NA
"GASK1B",4712.00342,NA
"GAST",0,0
"GATA1",18.99999,38
"GATA2",4334.99856,7976
"GATA3",24739.02656,46791
"GATA4",0,0
"GATA5",0,0
"GATA6",79,148
"GATAD1",2459.55078,4945
"GATAD2A",2637.17719,4911
"GATAD2B",2074.99936,4064
"GATB",753.64654,NA
"GATC",2122.6744,112
"GATD1",1482.56967,NA
"GATD3A",215.024595,NA
"GATD3B",3532.32751,NA
"GATM",362.00048,679
"GATS",NA,809
"GATSL1",NA,27
"GATSL2",NA,24
"GATSL3",NA,986
"GBA",6756.035018246,11832
"GBA2",2106.87167,3689
"GBA3",5,10
"GBAP1",203.96906,1530
"GBAS",NA,7877
"GBE1",825.9996,1602
"GBF1",4326.99507,8187
"GBGT1",292.33331,514
"GBP1",7323.93510007404,14201
"GBP1P1",363.3197,NA
"GBP2",7694.9492,14761
"GBP3",2066.30306,4123
"GBP4",4558.721,8862
"GBP5",2997.97513,5832
"GBP6",82.5719,315
"GBP7",16.1523,51
"GBX1",1,1
"GBX2",9,15
"GC",0,0
"GCA",458.99999,833
"GCAT",906.07772,1706
"GCC1",962.62247,1876
"GCC2",1531.73519,2574
"GCDH",697.04718,1233
"GCET2",NA,324
"GCFC1",NA,3183
"GCFC2",789.310716,NA
"GCG",0,0
"GCGR",27,50
"GCH1",1111.99988373,2182
"GCHFR",369.8663,704
"GCK",24.99995,40
"GCKR",20,25
"GCLC",1167.06284,2218
"GCLM",1763.41292,1851
"GCM1",58.5463,131
"GCM2",0,0
"GCN1",3463.99917,NA
"GCN1L1",NA,6766
"GCNA",94.65298,NA
"GCNT1",2332.5106,4418
"GCNT1P1",0,NA
"GCNT1P2",0,NA
"GCNT1P3",0,NA
"GCNT1P4",0,NA
"GCNT1P5",1,NA
"GCNT2",260.186112,513
"GCNT2P1",0,NA
"GCNT3",79.3158,20
"GCNT4",149.77105,69
"GCNT7",12,18
"GCOM1",359.70515,3804
"GCOM2",5.94749,NA
"GCSAM",250.00012,NA
"GCSAML",36.6218,NA
"GCSAML-AS1",13.7967,NA
"GCSH",597.78545,1555
"GCSHP1",0,NA
"GCSHP2",0,NA
"GCSHP3",0,NA
"GCSHP4",0,NA
"GCSHP5",176.169,NA
"GDA",46.12604,104
"GDAP1",788.00012,1519
"GDAP1L1",1,1
"GDAP2",803.15844,1661
"GDE1",5372.6021,10532
"GDEP",NA,0
"GDF1",0,9
"GDF10",47,84
"GDF11",493.2045,582
"GDF15",795.01699,1546
"GDF2",0,0
"GDF3",16,32
"GDF5",2.71013,63
"GDF5OS",18.00104,NA
"GDF6",19.6463,42
"GDF7",42,0
"GDF9",45.99997,101
"GDI1",8391.99463,16021
"GDI2",10547.46015,20331
"GDI2P1",0,NA
"GDI2P2",0,NA
"GDNF",10.9447736,0
"GDPD1",241.1471,254
"GDPD2",65.07517,134
"GDPD3",1980.0018,3662
"GDPD4",10,7
"GDPD5",1000.18561,1812
"GDPGP1",435.13587,NA
"GEFT",NA,1366
"GEM",1163.00008,2202
"GEMIN2",418.43666,NA
"GEMIN2P1",0,NA
"GEMIN2P2",1.00521,NA
"GEMIN4",680,1281
"GEMIN5",948,1842
"GEMIN6",1368.68726,2084
"GEMIN7",1345.9931,2439
"GEMIN8",1493.3364,3701
"GEMIN8P2",0,NA
"GEMIN8P3",0,NA
"GEMIN8P4",106.663,319
"GEN1",1360.76121,2499
"GET1",1133.6980921,NA
"GET3",2488,NA
"GET4",3104.82593,5345
"GFAP",80.14976438021,40
"GFER",3317.0006,6093
"GFI1",196.00046,269
"GFI1B",57.913777,38
"GFM1",1595.98575,2952
"GFM2",1264.44731,2449
"GFOD1",953.5538,536
"GFOD2",1483.79494,3067
"GFPT1",5506.40552,10952
"GFPT2",946.99963,1844
"GFRA1",3280.7259250121,6312
"GFRA2",22,46
"GFRA3",524,1003
"GFRA4",0,0
"GFRAL",6.11231,99
"GFY",5,NA
"GGA1",2224.35741,3907
"GGA2",4912.79177,9373
"GGA3",1031.171517,1826
"GGACT",188.26482,NA
"GGCT",8227.7247,16145
"GGCX",2585.13054,3334
"GGH",253.00021,467
"GGN",45.99999,82
"GGNBP1",2.04647,1
"GGNBP2",2623.320920695,4907
"GGPS1",4248.39,8969
"GGT1",2859.582594,1289
"GGT2",0,NA
"GGT3P",0,32
"GGT4P",0,NA
"GGT5",3409.04949,6014
"GGT6",1914.76047,3917
"GGT7",379.00015,721
"GGT8P",0,64
"GGTA1",NA,1268
"GGTA1P",652.99997,NA
"GGTA2P",3,NA
"GGTLC1",8.48705,26
"GGTLC2",0,64
"GGTLC3",0,NA
"GGTLC4P",1.16769,NA
"GGTLC5P",4.5446,NA
"GH1",4,8
"GH2",0,0
"GHDC",1123.53382,2125
"GHITM",7974,15400
"GHR",295.3213,597
"GHRH",1,1
"GHRHR",0,0
"GHRL",86.999997437,84
"GHRLOS",NA,110
"GHSR",0,0
"GID4",521.0554,NA
"GID8",3280.0005,NA
"GIF",NA,0
"GIGYF1",2764.00272,5394
"GIGYF2",2138.46204338078,4101
"GIMAP1",718.064,730
"GIMAP1-GIMAP5",64.1655,NA
"GIMAP2",633.0671,1187
"GIMAP3P",3,NA
"GIMAP4",2711.99569,5287
"GIMAP5",1090.680766,2132
"GIMAP6",1396.0023,2693
"GIMAP7",1058,2105
"GIMAP8",890,1740
"GIMD1",0,NA
"GIN1",322.03487,613
"GINM1",2452.78492,NA
"GINS1",812.5108,1723
"GINS2",1075.3489,1985
"GINS3",340.02684,619
"GINS4",246.8712,497
"GIP",0,0
"GIPC1",4423.357734,8115
"GIPC2",107,183
"GIPC3",451,885
"GIPR",361.96638,214
"GIT1",2549.99539,4716
"GIT2",2200.343448,5016
"GIYD2",NA,4912
"GJA1",3293.00000619934,6459
"GJA10",0,1
"GJA1P1",0,NA
"GJA3",89,178
"GJA4",1527.0039,2883
"GJA5",2630.995,5013
"GJA6P",0,NA
"GJA8",2,4
"GJA9",0,64
"GJB1",163.00004,301
"GJB2",6352.999,12535
"GJB3",72,137
"GJB4",10,32
"GJB5",67,131
"GJB6",26,50
"GJB7",231.856,461
"GJC1",922.06036,2184
"GJC2",93,182
"GJC3",40,38
"GJD2",0,0
"GJD3",880,760
"GJD4",13.045,4
"GJE1",0,NA
"GK",693.05485,1231
"GK2",3,6
"GK3P",0,30
"GK5",1383.824448,3014
"GKAP1",322.88043,600
"GKN1",0,0
"GKN2",2,2
"GKN3P",0,NA
"GLA",1557.0177,3080
"GLB1",2780.99249,5284
"GLB1L",1469.5086,2761
"GLB1L2",31.0783,167
"GLB1L3",54.8602462,88
"GLCCI1",1627.0098,3177
"GLCE",2404.147,4663
"GLDC",1108.69529,2060
"GLDCP1",0,NA
"GLDN",132.03597,263
"GLE1",2573.00469,4893
"GLG1",6375.59024,12265
"GLI1",213.99966,399
"GLI2",374.873917,727
"GLI3",1672.00322,3099
"GLI4",890.20928,652
"GLIPR1",2137.85895,3452
"GLIPR1L1",5,1
"GLIPR1L2",132.2172,395
"GLIPR2",1543.5534,2943
"GLIS1",88.00002,164
"GLIS2",2492.99786,4859
"GLIS3",496.99981,959
"GLMN",429.9994,689
"GLMP",2558.5089,NA
"GLO1",6793,13399
"GLOD4",2108.53433,4089
"GLOD5",50.00007,231
"GLP1R",22.1677,10
"GLP2R",1,0
"GLRA1",10.10015,2
"GLRA2",4.0204808444,14
"GLRA3",13.61813,4
"GLRA4",0,0
"GLRB",51.00004,101
"GLRX",1945.58306,3621
"GLRX2",1812.411,1201
"GLRX3",2441.7265,4448
"GLRX3P2",0,NA
"GLRX5",2619.9995,4887
"GLRXP1",1.005,NA
"GLRXP2",0,NA
"GLRXP3",0,NA
"GLS",3806.83368,6413
"GLS2",37.20499,279
"GLT1D1",6,11
"GLT25D1",NA,7778
"GLT25D2",NA,76
"GLT6D1",0,0
"GLT8D1",4287.83687,8109
"GLT8D2",2128.00345,4085
"GLTP",2940.61307,6051
"GLTPD1",NA,3335
"GLTPD2",34,15
"GLTPP1",0,NA
"GLTSCR1",NA,2116
"GLTSCR2",NA,21896
"GLUD1",9851.76536,18856
"GLUD1P2",3.75434,NA
"GLUD1P3",29.0123176,NA
"GLUD1P4",0,NA
"GLUD1P9",0,NA
"GLUD2",20.6512,294
"GLUL",25270.0563,48545
"GLULP3",0,NA
"GLULP4",0,NA
"GLULP5",1,NA
"GLULP6",0,NA
"GLYAT",33,10
"GLYATL1",380.97853,684
"GLYATL1B",9.73444,NA
"GLYATL1P1",7.02153,NA
"GLYATL1P2",7,NA
"GLYATL1P4",16.2656,NA
"GLYATL2",108.9261,203
"GLYATL3",298.00017,578
"GLYCAM1",0,0
"GLYCTK",156.99994,278
"GLYR1",5170.51055,9918
"GM2A",6142.79448,13298
"GM2AP1",0,NA
"GM2AP2",0,NA
"GMCL1",1395.05128,863
"GMCL1L",NA,375
"GMCL1P2",1,NA
"GMCL2",0,NA
"GMDS",1220.99995,2349
"GMEB1",961.852540050659,476
"GMEB2",1244.0021,2233
"GMFB",2527.00415,4912
"GMFBP1",0,NA
"GMFG",1090.03162,2059
"GMIP",935.99985,1742
"GML",0,1
"GMNC",0,NA
"GMNN",762.99951,1405
"GMPPA",4040.4081,6841
"GMPPB",2308.4447,1914
"GMPR",321.58035,612
"GMPR2",4227.9997,7945
"GMPS",3148.07199,4581
"GMPSP1",3.06558,NA
"GNA11",2118.98734,702
"GNA12",2261.00076,4297
"GNA13",3839,7526
"GNA14",774.00007,1484
"GNA15",705.00017,1377
"GNAI1",779.86597,1353
"GNAI2",20612.77274,38497
"GNAI2P1",0,NA
"GNAI2P2",0,NA
"GNAI3",5215.81,9664
"GNAL",274.64054,227
"GNAO1",60.99998,123
"GNAQ",7310.65,13253
"GNAQP1",0,NA
"GNAS",235442.49103,456126
"GNASAS",NA,2
"GNAT1",14.1296,24
"GNAT2",1.00863,8
"GNAT3",0,0
"GNAZ",261.27426,532
"GNB1",13768.1116802065,26051
"GNB1L",210.93573,321
"GNB2",10696.645560398,20209
"GNB2L1",NA,110937
"GNB3",51.24213,95
"GNB4",2495.13734,5019
"GNB5",1096.59148,1989
"GNE",1248.0369289,3263
"GNG10",3497.04,5227
"GNG10P1",0,NA
"GNG11",1923,3727
"GNG12",2261,4463
"GNG13",101,197
"GNG14",0,NA
"GNG2",1239.99922,2405
"GNG3",29,61
"GNG4",72.489600361076,453
"GNG5",8845.0031,17406
"GNG5P1",0,NA
"GNG5P2",0,NA
"GNG5P3",0,NA
"GNG5P5",0,NA
"GNG7",211.611,550
"GNG8",15,22
"GNGT1",74.24787,145
"GNGT2",137,251
"GNL1",2108.7414224,3526
"GNL2",3794.19851,7328
"GNL2P1",0,NA
"GNL3",4223.99892,8061
"GNL3L",1222.44936,2584
"GNL3LP1",16.6431,NA
"GNLY",643.1597,1151
"GNMT",165,322
"GNPAT",3310.0002,6287
"GNPATP",0,NA
"GNPDA1",1448.00471,2763
"GNPDA2",537.99981,932
"GNPNAT1",3225.76299,6764
"GNPTAB",2549.0109,5063
"GNPTG",5279.73036,9284
"GNRH1",66.00004,135
"GNRH2",2,1
"GNRHR",4,9
"GNRHR2",180.1064,3455
"GNRHR2P1",0,NA
"GNS",6625.09318,13432
"GOLGA1",1426.8489,2662
"GOLGA2",6842.10989,13415
"GOLGA2B",NA,3185
"GOLGA2P1",0,NA
"GOLGA2P10",113.800539,NA
"GOLGA2P11",20.0267,NA
"GOLGA2P2Y",0,NA
"GOLGA2P3",NA,0
"GOLGA2P3Y",0,NA
"GOLGA2P4",0,NA
"GOLGA2P5",2007.2577,NA
"GOLGA2P6",0,NA
"GOLGA2P7",2093.68161,NA
"GOLGA2P8",0,NA
"GOLGA2P9",1,NA
"GOLGA3",4722.84373,9238
"GOLGA4",3411.20366,6591
"GOLGA5",5497.99679,10754
"GOLGA5P1",0,NA
"GOLGA6A",0,2
"GOLGA6B",0,2
"GOLGA6C",0,2
"GOLGA6D",2.00836,9
"GOLGA6L1",0,77
"GOLGA6L10",28.827,247
"GOLGA6L11P",0,NA
"GOLGA6L16P",0,NA
"GOLGA6L17P",0,NA
"GOLGA6L2",2.05116,NA
"GOLGA6L22",26.4035,NA
"GOLGA6L3",2.76053,NA
"GOLGA6L4",335.64131,NA
"GOLGA6L5",NA,564
"GOLGA6L5P",180.2118,NA
"GOLGA6L6",0,85
"GOLGA6L7",7.0261,NA
"GOLGA6L9",344.11986,857
"GOLGA7",2016.9978,3854
"GOLGA7B",73.4159,144
"GOLGA8A",493.13859,791
"GOLGA8B",718.25649,1427
"GOLGA8C",NA,47
"GOLGA8CP",7.01585,NA
"GOLGA8DP",0,58
"GOLGA8E",NA,67
"GOLGA8EP",0,NA
"GOLGA8F",36.450848,10
"GOLGA8G",4.12315,136
"GOLGA8H",4.3836,NA
"GOLGA8IP",4.485006,NA
"GOLGA8J",33.26408,NA
"GOLGA8K",0,NA
"GOLGA8M",5,NA
"GOLGA8N",167.99891,NA
"GOLGA8O",166.986,NA
"GOLGA8Q",3.42011719,NA
"GOLGA8R",25.91999,NA
"GOLGA8S",8.36794,NA
"GOLGA8T",28.834,NA
"GOLGA8UP",0,NA
"GOLGA8VP",3,NA
"GOLGA9P",NA,68
"GOLGB1",7558.31574,14430
"GOLIM4",2049.998,1844
"GOLM1",9762.48146,18733
"GOLPH3",5546,10875
"GOLPH3L",2813.3161,5398
"GOLT1A",122.99971,250
"GOLT1B",1969.99795564301,3821
"GON4L",2694.004390017,4944
"GON7",1746.003,NA
"GOPC",3050.9494449,6039
"GORAB",623.99996,1212
"GORASP1",3099.0024800399,5846
"GORASP2",4819.99891,9229
"GOSR1",2695.65844024175,6129
"GOSR2",1901.74339253543,3012
"GOT1",3028.00318,5859
"GOT1L1",0,0
"GOT2",3652.73177,7166
"GOT2P1",0,NA
"GOT2P2",2.0023,NA
"GOT2P3",1,NA
"GOT2P5",0,NA
"GP1BA",44,55
"GP1BB",74.7915,NA
"GP2",4956.60154,9412
"GP5",5.7046,21
"GP6",30.135412,192
"GP9",4,6
"GPA33",30.0000445,62
"GPAA1",7250.99079,13797
"GPAA1P1",0,NA
"GPAA1P2",34.5482,NA
"GPALPP1",1207.4892,NA
"GPAM",616.99956,1185
"GPANK1",708.2239,NA
"GPAT2",60.33431,212
"GPAT2P1",0,NA
"GPAT2P2",0,NA
"GPAT3",36.00003,NA
"GPAT4",2291.6676,NA
"GPATCH1",711.81187,1424
"GPATCH11",511.23782,NA
"GPATCH2",3367.92117,4173
"GPATCH2L",1483.1625,NA
"GPATCH3",462.93665,862
"GPATCH4",843.999705,1608
"GPATCH8",1792.430076,3372
"GPBAR1",34.00002,51
"GPBP1",4996.99340154112,9209
"GPBP1L1",4129.13377,7826
"GPC1",4422.99947,8115
"GPC2",57.13381,104
"GPC3",278.00000561697,551
"GPC4",6067,11595
"GPC5",119,222
"GPC6",955,1933
"GPCPD1",2337.00317,4528
"GPD1",1511.99865,2874
"GPD1L",3683,7244
"GPD2",3364.99508,6532
"GPER",NA,439
"GPER1",240.000390017266,NA
"GPHA2",2,5
"GPHB5",0,0
"GPHN",746.2271292881,1407
"GPI",16530.93889,27177
"GPIHBP1",139,275
"GPKOW",1175,2298
"GPLD1",83.8041,24
"GPM6A",63.45006,10
"GPM6B",961.9997,1478
"GPM6BP1",0,NA
"GPM6BP2",0,NA
"GPM6BP3",0,NA
"GPN1",1784.06224,3145
"GPN2",1117.2121,1069
"GPN3",1023.00249,1962
"GPN3P1",0,NA
"GPNMB",13814.61743,26709
"GPR1",131.54916,354
"GPR101",0,0
"GPR107",3885.00302,7395
"GPR108",2174.997349,4051
"GPR109A",NA,272
"GPR109B",NA,162
"GPR110",NA,1807
"GPR111",NA,29
"GPR112",NA,8
"GPR113",NA,36
"GPR114",NA,589
"GPR115",NA,37
"GPR116",NA,5093
"GPR119",0,0
"GPR12",6.08589,58
"GPR120",NA,56
"GPR123",NA,0
"GPR124",NA,5281
"GPR125",NA,876
"GPR126",NA,589
"GPR128",NA,0
"GPR132",311.82181,596
"GPR133",NA,186
"GPR135",445.5336,501
"GPR137",1097.00019,2133
"GPR137B",1700.99859,3173
"GPR137C",389.85672,616
"GPR139",0,0
"GPR141",46.938743,60
"GPR141BP",0,NA
"GPR142",1,1
"GPR143",32.00002,64
"GPR143P",0,NA
"GPR144",NA,0
"GPR146",215.00032,384
"GPR148",0,0
"GPR149",3.00093,0
"GPR15",80,26
"GPR150",17,9
"GPR151",2,4
"GPR152",7.41657,19
"GPR153",375,727
"GPR155",640.82795,1495
"GPR156",46,25
"GPR157",753.662,273
"GPR158",43.99996,78
"GPR160",5146.99529,9811
"GPR161",489.2358,318
"GPR162",894.99976,1675
"GPR17",7.31317,13
"GPR171",203.00032,399
"GPR172A",NA,8018
"GPR172B",NA,651
"GPR173",133.28602,41
"GPR174",379.921,92
"GPR176",592.99976,332
"GPR179",6,11
"GPR18",88,172
"GPR180",442,706
"GPR182",3,3
"GPR183",623,1210
"GPR19",53.99995,110
"GPR20",19,32
"GPR21",13.236,17
"GPR22",2,2
"GPR25",28,35
"GPR26",0,2
"GPR27",241,19
"GPR3",24,48
"GPR31",14,7
"GPR32",0,0
"GPR32P1",0,NA
"GPR33",0,NA
"GPR34",361.0003,715
"GPR35",190.38231,291
"GPR37",42,81
"GPR37L1",33.3462,143
"GPR39",453.288,568
"GPR4",588.426,1164
"GPR42",0,NA
"GPR44",NA,65
"GPR45",4,6
"GPR50",0,1
"GPR52",0,0
"GPR53P",0,NA
"GPR55",47.9999568,94
"GPR56",NA,15813
"GPR6",2,4
"GPR61",13,6
"GPR62",13,26
"GPR63",23.2778,18
"GPR64",NA,76
"GPR65",508.552,816
"GPR68",767.0007,1439
"GPR75",23,42
"GPR77",NA,24
"GPR78",25.06975,6
"GPR79",0,NA
"GPR81",NA,764
"GPR82",52.7537,112
"GPR83",28.1896,79
"GPR84",122.99963,246
"GPR85",204.397974,319
"GPR87",117.0001,229
"GPR88",6,12
"GPR89A",1328.54518,1998
"GPR89B",867.4843,1320
"GPR89C",NA,926
"GPR89P",0,NA
"GPR97",NA,942
"GPR98",NA,2809
"GPRASP1",158.000205882571,296
"GPRASP2",175,343
"GPRC5A",11658.94974,13749
"GPRC5B",1350.0588,1291
"GPRC5C",2319.44084,3887
"GPRC5D",54.00004,95
"GPRC6A",1,3
"GPRIN1",146.972,293
"GPRIN2",7,46
"GPRIN3",942.446,459
"GPS1",3694.83825192,6612
"GPS2",3287.79148,5261
"GPS2P1",32.1939,NA
"GPS2P2",0,NA
"GPSM1",749.53734,1365
"GPSM2",1278.04842,2219
"GPSM3",2523.20996106881,4723
"GPT",53,93
"GPT2",1036.899,1945
"GPX1",13936.28662,25393
"GPX1P1",5.66883,NA
"GPX1P2",3.06382,NA
"GPX2",282.4721,523
"GPX3",1938.99883,3764
"GPX4",10827.00838,20056
"GPX5",0,0
"GPX6",0,0
"GPX7",633.99999,1239
"GPX8",2592.626147,5301
"GRAMD1A",3431.03444,6228
"GRAMD1B",173.9422,137
"GRAMD1C",210.84287,374
"GRAMD2",NA,2247
"GRAMD2A",1230.59567,NA
"GRAMD2B",1371.37091,NA
"GRAMD3",NA,2559
"GRAMD4",1270.5274197281,2373
"GRAMD4P1",50.5103,NA
"GRAMD4P2",0,NA
"GRAMD4P3",99.1771,NA
"GRAMD4P4",0,NA
"GRAMD4P5",0,NA
"GRAMD4P6",0,NA
"GRAMD4P7",81.8742,NA
"GRAMD4P8",39.5797,NA
"GRAP",363.35684,682
"GRAP2",363.9998978,478
"GRAPL",5,31
"GRASP",333.99979,573
"GRB10",798.04829,1512
"GRB14",17.99999,34
"GRB2",5281.17707,10252
"GRB7",4177.99684,7412
"GREB1",235.289820152622,836
"GREB1L",1443.000626,633
"GREM1",3699.251,6738
"GREM2",30.422,56
"GRHL1",1107.99124,2058
"GRHL2",3987.3989,8009
"GRHL3",337.00067,631
"GRHPR",4422.01982,8064
"GRIA1",13.03277,3
"GRIA2",2653.81226,4628
"GRIA3",60.13122,112
"GRIA4",18.19873,30
"GRID1",228.2181,405
"GRID2",0,2
"GRID2IP",55,134
"GRIFIN",0,NA
"GRIK1",12.00000708247,13
"GRIK2",28.29732,18
"GRIK3",29.99999,60
"GRIK4",34.999947,51
"GRIK5",37.9999861,54
"GRIN1",347.00007,441
"GRIN2A",80,141
"GRIN2B",2.00034,1
"GRIN2C",53.06163,98
"GRIN2D",328,590
"GRIN3A",57.00003,111
"GRIN3B",83.1862,135
"GRINA",18151.02442,34289
"GRINL1A",NA,1942
"GRIP1",144.44491636,284
"GRIP2",75.249,78
"GRIPAP1",2794.0599653,5328
"GRK1",0,0
"GRK2",10117.83032,NA
"GRK3",747.069,NA
"GRK4",132.638448,257
"GRK5",629.16987,1134
"GRK6",1694.96552,3252
"GRK6P1",6.03376,NA
"GRK7",28.4797,5
"GRLF1",NA,7428
"GRM1",6.000000166622,11
"GRM2",31.99998,48
"GRM3",2.002594,2
"GRM4",205.1776,354
"GRM5",8,16
"GRM6",34.4158,198
"GRM7",18.7555,99
"GRM8",66.99994,130
"GRN",18074.04377,33933
"GRP",356.99991,697
"GRPEL1",1362.0006,2368
"GRPEL2",978.02823,1879
"GRPEL2P1",0,NA
"GRPEL2P2",0,NA
"GRPEL2P3",0,NA
"GRPR",42,82
"GRRP1",NA,267
"GRSF1",3464.1514,6654
"GRTP1",1316.5423,2268
"GRWD1",1677.61645,3254
"GRXCR1",0,0
"GRXCR2",0,0
"GSAP",843.99915,NA
"GSC",157,307
"GSC2",0,0
"GSDMA",98.0393,311
"GSDMB",2959.7777,4015
"GSDMC",369.3948,735
"GSDMD",7472.28976,13775
"GSDME",435.015567,NA
"GSE1",4711.91157,NA
"GSG1",70.1146,0
"GSG1L",8.999996,12
"GSG1L2",0,NA
"GSG2",NA,194
"GSK3A",3796.6691,7185
"GSK3B",3636.316,6432
"GSKIP",1733.01200013874,NA
"GSN",21655.8205,40053
"GSPT1",6353.84825,12326
"GSPT2",183,347
"GSR",4307.68403,3028
"GSS",3211.78844,6047
"GSTA1",147.5665,298
"GSTA10P",0,NA
"GSTA11P",0,NA
"GSTA12P",0,NA
"GSTA2",6.43338,22
"GSTA3",31,56
"GSTA4",767.81373,1588
"GSTA5",0,1
"GSTA6P",0,NA
"GSTA7P",3,NA
"GSTA8P",0,NA
"GSTA9P",2.26044,NA
"GSTCD",323.7067,661
"GSTK1",6165.14635,10956
"GSTM1",58.2545,220
"GSTM2",559.6957,611
"GSTM2P1",0,4
"GSTM3",2697.70091,5448
"GSTM3P1",0,NA
"GSTM3P2",0,NA
